"ruleQuestionId","body","prompt","ruleId","ruleName"
"1506","{""0"":""Is our next quiz {on} Thursday?""}","""Is our next quiz _____ Thursday?""","364","""Practice: At, In, On (Time)"""
"1507","{""0"":""Our next big game is {on} the 6th of March.""}","""Our next big game is _____ the 6th of March.""","364","""Practice: At, In, On (Time)"""
"1508","{""0"":""We will go to the swap meet {on} Friday.""}","""We will go to the swap meet _____ Friday.""","364","""Practice: At, In, On (Time)"""
"1509","{""0"":""{On} Monday, we will learn how magnets work.""}","""_____ Monday, we will learn how magnets work.""","364","""Practice: At, In, On (Time)"""
"1510","{""0"":""Don't move, there is something {on} your shoulder.""}","""Don't move, there is something _____ your shoulder.""","364","""Practice: At, In, On (Time)"""
"1511","{""0"":""{In} the spring, my family and I go to the lakeside.""}","""_____ the spring, my family and I go to the lakeside.""","365","""In (Time)"""
"1512","{""0"":""My parents' anniversary is {on} the 12th.""}","""My parents' anniversary is _____ the 12th.""","366","""On (Time)"""
"1513","{""0"":""She parked her car {at} the local diner.""}","""She parked her car _____ the local diner.""","367","""At (Place)"""
"1514","{""0"":""I live {at} the end of my street.""}","""I live _____ the end of my street.""","368","""Practice: At, In, On (Place)"""
"1515","{""0"":""Why don't we meet {at} my place tonight?""}","""Why don't we meet _____ my place tonight?""","368","""Practice: At, In, On (Place)"""
"1516","{""0"":""My sister works {at} a law firm.""}","""My sister works _____ a law firm.""","368","""Practice: At, In, On (Place)"""
"1517","{""0"":""The Running of the Bulls still occurs every year {in} Spain.""}","""The Running of the Bulls still occurs every year ( at / in / on ) Spain.""","368","""Practice: At, In, On (Place)"""
"1518","{""0"":""Don't tell me you locked your keys {in} your car again.""}","""Don't tell me you locked your keys _____ your car again.""","368","""Practice: At, In, On (Place)"""
"1519","{""0"":""I keep my new wallet {in} my pocket.""}","""I keep my new wallet _____ my pocket.""","368","""Practice: At, In, On (Place)"""
"1520","{""0"":""The car had a built {in} safe for emergencies.""}","""The car had a built  ( in / at / on ) safe for emergencies.""","368","""Practice: At, In, On (Place)"""
"1521","{""0"":""Let's put these books {in} a box and ship them.""}","""Let's put these books ______ a box and ship them.""","368","""Practice: At, In, On (Place)"""
"1522","{""0"":""Let's place the table {on} the floor.""}","""Let's place the table _____ the floor.""","368","""Practice: At, In, On (Place)"""
"1523","{""0"":""All the gazelles {on} the plain are galloping.""}","""All the gazelles _____ the plain are galloping.""","368","""Practice: At, In, On (Place)"""
"1524","{""0"":""The zig"",""1"":""zag print {on} the carpet is exotic.""}","""The zig-zag print ______ the carpet is exotic.""","368","""Practice: At, In, On (Place)"""
"1525","{""0"":""Remember to mark the date {on} your calendars.""}","""Remember to mark the date _____ your calendars.""","368","""Practice: At, In, On (Place)"""
"1526","{""0"":""We set up laser tag {in} the living room.""}","""We set up laser tag _____ the living room.""","369","""In (Place)"""
"1527","{""0"":""There is a wreath hanging {on} the wall.""}","""There is a wreath hanging ______ the wall.""","370","""On (Place)"""
"1528","{""0"":""I think I hear {a} woodpecker.""}","""I think I hear <u>a / an</u> woodpecker.""","371","""A"""
"1529","{""0"":""Houston, we have {a} problem.""}","""Houston, we have <u>a / an</u> problem.""","371","""A"""
"1530","{""0"":""I can't drive {a} car yet.""}","""I can't drive ____ car yet.""","372","""Practice: A, An"""
"1531","{""0"":""{A} magician doesn't reveal his tricks.""}","""____ magician doesn't reveal his tricks.""","372","""Practice: A, An"""
"1532","{""0"":""Yesterday, I learned how to ride {a} bike.""}","""Yesterday, I learned how to ride _____ bike.""","372","""Practice: A, An"""
"1533","{""0"":""Did anybody see {a} giraffe nearby?""}","""Did anybody see ____ giraffe nearby?""","372","""Practice: A, An"""
"1534","{""0"":""There is {a} lioness protecting her cubs.""}","""There is _____ lioness protecting her cubs.""","372","""Practice: A, An"""
"1535","{""0"":""{A} snake slithered across the path.""}","""_____ snake slithered across the path.""","372","""Practice: A, An"""
"1536","{""0"":""My friend bought me {a} top hat for graduation.""}","""My friend bought me _____ top hat for graduation.""","372","""Practice: A, An"""
"1537","{""0"":""We will need {a} big turkey for the stew.""}","""We will need _____ big turkey for the stew.""","372","""Practice: A, An"""
"1538","{""0"":""There's {an} open box on the table.""}","""There's _____ open box on the table.""","372","""Practice: A, An"""
"1539","{""0"":""They went to {an} ice skating rink.""}","""They went to _____ ice skating rink.""","372","""Practice: A, An"""
"1540","{""0"":""There is {an} easy way to solve this problem.""}","""There is ____ easy way to solve this problem.""","372","""Practice: A, An"""
"1541","{""0"":""There is {an} elephant on the plane, so be careful.""}","""There is ____ elephant on the plane, so be careful.""","372","""Practice: A, An"""
"1542","{""0"":""I saw {an} opportunity, so I took it.""}","""I saw _____ opportunity, so I took it.""","372","""Practice: A, An"""
"1543","{""0"":""Did you know that Salvador Dali owned {an} anteater?""}","""Did you know that Salvador Dali owned _____ anteater?""","372","""Practice: A, An"""
"1544","{""0"":""An ostrich is {a} large bird.""}","""<u>A / An</u> ostrich is a large bird.""","373","""An"""
"1545","{""0"":""{An} apple a day keeps the doctor away.""}","""<u>A / An</u> apple a day keeps the doctor away.""","373","""An"""
"1546","{""0"":""{This} new computer here runs faster than that one.""}","""_____ new computer here runs faster than that one.""","374","""Practice: This & That"""
"1547","{""0"":""{This} chart here is a Venn diagram.""}","""_____ chart here is a Venn diagram.""","374","""Practice: This & That"""
"1548","{""0"":""{That} coffeehouse across the street has a new look.""}","""_____ coffeehouse across the street has a new look.""","374","""Practice: This & That"""
"1549","{""0"":""{This} movie I have is a classic.""}","""_____ movie I have is a classic.""","374","""Practice: This & That"""
"1550","{""0"":""{That} man over there is my brother.""}","""_____ man over there is my brother.""","374","""Practice: This & That"""
"1551","{""0"":""{This} is my house right here.""}","""_____ is my house right here.""","374","""Practice: This & That"""
"1552","{""0"":""{That} library over there is very popular.""}","""<u>This / that</u> library over there is very popular.""","375","""This & That"""
"1553","{""0"":""{That} stained glass up there looks nice in the sun.""}","""<u>This / That</u> stained glass up there looks nice in the sun.""","375","""This & That"""
"1554","{""0"":""You should read {this} book I have when I'm done with it.""}","""You should read <u>this / that</u> book I have when I'm done with it.""","376","""This & That"""
"1555","{""0"":""{This} sweater I am wearing is itchy.""}","""<u>This / That</u> sweater I am wearing is itchy.""","376","""This & That"""
"1556","{""0"":""The otter I saw at {the} zoo was cute.""}","""The otter I saw at <u>an / the</u> zoo was cute.""","377","""Practice: A, An, The"""
"1557","{""0"":""{The} picture I am holding is of my grandma.""}","""( A / The ) picture I am holding is of my grandma.""","377","""Practice: A, An, The"""
"1558","{""0"":""Is that {the} best you've got?""}","""Is that _____ best you've got?""","377","""Practice: A, An, The"""
"1559","{""0"":""Please pass {the} gravy.""}","""Please pass _____ gravy.""","377","""Practice: A, An, The"""
"1560","{""0"":""Joel has his head in {the} clouds.""}","""Joel has his head in _____ clouds.""","377","""Practice: A, An, The"""
"1561","{""0"":""Who ate {the} last biscotti?""}","""Who ate _____ last biscotti?""","377","""Practice: A, An, The"""
"1562","{""0"":""This shirt is {the} wrong size.""}","""This shirt is _____ wrong size.""","377","""Practice: A, An, The"""
"1563","{""0"":""Jayson is kind of {a} burly guy.""}","""Jayson is kind of _____ burly guy.""","377","""Practice: A, An, The"""
"1564","{""0"":""There is {a} concert I want to attend.""}","""There is _____ concert I want to attend.""","377","""Practice: A, An, The"""
"1565","{""0"":""There has to be {an} easy way out of this complex.""}","""There has to be _____ easy way out of this complex.""","377","""Practice: A, An, The"""
"1566","{""0"":""Travelling is {an} incredible experience.""}","""Travelling is ___ incredible experience.""","377","""Practice: A, An, The"""
"1567","{""0"":""Even {the} best of friends still argue.""}","""Even ____ best of friends still argue.""","378","""The"""
"1568","{""0"":""{The} Dodgers were the World Champions in 1955.""}","""____ Dodgers were the World Champions in 1955.""","378","""The"""
"1569","{""0"":""Music is {a} pastime of mine.""}","""Music is <u>a / an / the</u> pastime of mine.""","379","""Practice: A vs. An"""
"1570","{""0"":""There has to be {an} easier way.""}","""There has to be <u>a / an / the</u> easier way.""","379","""Practice: A vs. An"""
"1571","{""0"":""We shouldn't go too close to {those} porcupines there.""}","""We shouldn't go too close to <u>these / those</u> porcupines there.""","380","""These & Those"""
"1572","{""0"":""{Those} apples in that tree look ripe.""}","""______ apples in that tree look ripe.""","380","""These & Those"""
"1573","{""0"":""{These} guys right here are my friends.""}","""______ guys right here are my friends.""","381","""These & Those"""
"1574","{""0"":""Did you find {those} kiwis I asked for earlier?""}","""Did you find _____  kiwis I asked for earlier?""","381","""These & Those"""
"1575","{""0"":""I think {these} logs here are enough for a fire.""}","""I think _____ logs here are enough for a fire.""","382","""Practice: These & Those"""
"1576","{""0"":""'\\""\\""Get {these} blankets off of me,\\""\\"" yelled my brother.'""}","""\\""\\""Get ______ blankets off of me,\\""\\"" yelled my brother.""","382","""Practice: These & Those"""
"1577","{""0"":""We can wear {these} new loafers here out the door.""}","""We can wear _____ new loafers here out the door.""","382","""Practice: These & Those"""
"1578","{""0"":""{These} coins keep jingling in my pocket.""}","""_____ coins keep jingling in my pocket.""","382","""Practice: These & Those"""
"1579","{""0"":""Please place {those} documents there into a folder.""}","""Please place _____ documents there into a folder.""","382","""Practice: These & Those"""
"1580","{""0"":""{Those} campsites over the hill are the best ones.""}","""_____ campsites over the hill are the best ones.""","382","""Practice: These & Those"""
"1581","{""0"":""{Those} quizzes we took last week were really tough.""}","""_____ quizzes we took last week were really tough.""","382","""Practice: These & Those"""
"1582","{""0"":""The bridge {will be crossed} by cars tomorrow morning.""}","""The bridge <u>to be crossed</u> by cars tomorrow morning.""","383","""Change into Proper Passive or Active Sentences-1"""
"1583","{""0"":""That amazing lunch {was cooked} by Tom yesterday.""}","""That amazing lunch <u>to be cooked</u> by Tom yesterday.""","383","""Change into Proper Passive or Active Sentences-1"""
"1584","{""0"":""! 'My toe {was bruised} yesterday after I stubbed it.  '""}","""My toe <u>to be bruised</u> yesterday after I stubbed it.""","384","""Practice: Change into Proper Passive or Active Sentences"""
"1585","{""0"":""The class president {will be elected} by the student body at the end of the week.""}","""The class president <u>to be elected</u> by the student body at the end of the week.""","384","""Practice: Change into Proper Passive or Active Sentences"""
"1586","{""0"":""Reading too much on a computer {bothers} my eyes.""}","""Reading too much on a computer <u>to bother</u> my eyes.""","384","""Practice: Change into Proper Passive or Active Sentences"""
"1587","{""0"":""I had trouble {opening} the pickle jar.""}","""I had trouble <u>to open</u> the pickle jar.""","384","""Practice: Change into Proper Passive or Active Sentences"""
"1588","{""0"":""I enjoy {eating} sandwiches with potato chips inside.""}","""I enjoy <u>to eat</u> sandwiches with potato chips inside.""","385","""Change into Proper Passive or Active Sentences-2"""
